Рейтинг,Оценки,Отзывы,Цена,Заголовок,Описание,URL,ISBN,Год издания,Автор,Редактор,Язык,Направление литературы,Тираж,Количество страниц,Иллюстрации,Переплет,Бумага,Издательство,Тип графической книги,Художник,Серия,Формат,Переводчик,Направление науки,Направление,Вес,Темы обучения,Развиваемые навыки,Темы,Тип пособия,Предмет,Класс,Дополнительная упаковка,Направление психологии,Образовательная программа,Тематика,Религия,Премия,Изучаемый язык,Дополнительная информация,Комплект,Минимальный возраст,Подарочное издание,Вид экзамена,Материал страниц,Особенности,Высота,Высота книги,Линейка,Тип,Количество листов,Датированность,Размер,Обложка,Крепление,Жанр,Минимальный рекомендуемый возраст,Бренд,Ширина,Ширина книги,Энциклопедия,Возраст,Тема,Праздник,Литература,Знание,Литературная форма,Отечественная литература,Радуга,Зарубежная литература,Журнал,Месяц издания,Номер выпуска,Периодичность,Язык издания,Размещение,Год,Тема изучения,Материал,Комплект книг,Сборник,Носитель,АСПОЛ,Молодая гвардия,Проспект,Недатированный,Просвещение,Новое время,Тема выпуска,Наука,Длина книги,Производитель,Длина,В комплекте,Раскраска,Правда,Мысль,АСТ,Питание от батареек,Тип батареек
0.0,0,0,1754,Материалы XXVII сьезда Коммунистической партии Советского Союза,Настоящее издание содержит материалы 27 съезда Коммунистической партии Советского Союза.,https://market.yandex.ru/product--materialy-xxvii-sezda-kommunisticheskoi-partii-sovetskogo-soiuza/1398219988?nid=38603333&show-uid=16982601767825132057016850&context=search&uniqueId=61348108&resale_goods=resale_resale&resale_goods_condition=resale_well&sku=101388093450&cpc=q7G9NOth4KB4cqlv3I2iwBEV-c74HR7qBgYxErq8mTT1k7YWKR9x8IdufjBXYrpyT1kFGt3OCtYLm-8x8bhpBi0vo81qB9DH5-UxnzJqI5RmIJgAq8BG7MZEmLhbYjPkT70lGASE7YEjctkmf_86c2cnj1JB25-WEMk-GKlpUzw21bXKJrVxhYCe--oTt_L232veEhWLq5Y%2C&do-waremd5=i4pyXmWkl0s14nHpgUJRHw&rs=eJwdUCurQkEY3KNJ_AWCwpoNos0XHE3CRRAxXuEk8T9YDj7AICabZbMoaLD4wHODiE0QwwXBgyI2g3AV292ZMgwz3zfz7cYb3qKxMYSoZjRa5ZRG55bWaF4WGu1jUqPbg-I84YoRdNMm_4EuOkAVXGK-wK07FHcCbs3pRuCqPpUjuPwCihJ6zTBzWnDllvMzoP2dQM6H90yB1h963foafAdXxrhbYeMQmWaemW_qPnDZBKo0bzDoRtGlunxvm10v9h740jHdAXv3_IER-S8nT9iyrrxHUg-toOfY6GG-n5OKaQEmn_k_Nmey4M6DLbXUP1YoiHA%2C,,,,Макарова Л.С.,,,,,,твердый,,,,,,60x90/16,,,научно-популярная литература,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0,0,1973,"Музыкальная книга «Весёлый алфавит», 16 страниц","Учить алфавит с нашей азбукой легко, весело и интересно! Ведь в ней кроме букв есть милые герои и музыкальные кнопочки! Особенности книги Если нажать на кнопочки, ребёнок услышит буквы и слова. Яркие иллюстрации помогут заинтересовать малыша. Весёлые стишки про животных позволят быстрее запомнить буквы и слова. На страничках есть многоразовые прописи. Используйте фломастер на водной основе и обводите контуры букв и предметов. Чем полезны занятия с музыкальной книгой С книгой малыш выучит буквы и слова, познакомится с животными, разовьёт память, а также потренирует навык письма. Рекомендовано для детей от 3 лет.",https://market.yandex.ru/product--muzykalnaia-kniga-veselyi-alfavit-16-stranits/929375531?nid=56456&show-uid=16982601767825132057016851&context=search&uniqueId=1110230&sku=101288932591&cpc=q7G9NOth4KBZ04dKR9F1fJ9wl16Xj-ElWDNYmH4eGqyGw566GnNe8Ir6aRfj3QheeQtPsLYQSUb35gfuFXIEAeiZb2NMdGttPWW48IqM-S3BTwydDqcDW7ECkLjVpMPInjAVBXAqCNlHn3U4bziYhskhVATpqcqFrSGBSWMhwHBplxQwbcW1ZZZUs_cejZxNtHKS3L_K3YpbIJJ98bAacPJ411jalP1pjBbChnLjvdspwCzER-7GADw-wPXMWi_HueybS81zvtYwhDhWgOg3Ag%2C%2C&do-waremd5=aXSg37WMZ5DD0Ae-J9qoNQ&rs=eJwdUCurQkEY3KNJ_AWCwpoNos0XHE3CRRAxXuEk8T9YDj7AICabZbMoaLD4wHODiE0QwwXBgyI2g3AV292ZMgwz3zfz7cYb3qKxMYSoZjRa5ZRG55bWaF4WGu1jUqPbg-I84YoRdNMm_4EuOkAVXGK-wK07FHcCbs3pRuCqPpUjuPwCihJ6zTBzWnDllvMzoP2dQM6H90yB1h963foafAdXxrhbYeMQmWaemW_qPnDZBKo0bzDoRtGlunxvm10v9h740jHdAXv3_IER-S8nT9iyrrxHUg-toOfY6GG-n5OKaQEmn_k_Nmey4M6DLbXUP1YoiHA%2C,,,,,,,,16,,,,Не определен,,,,,,,,,,,,,,,,,,,,,,,,,,,,со звуком,,,,,,,,,,,,Mikimarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0,0,1087,Книги с окошками. Транспорт,"Набор: НетВозраст: От 0 месяцевКоличество страниц: 10Год издания: 2023Тип обложки: Твёрдый переплётАвтор: Котятова Наталья ИгоревнаСостав: Бумага, картон",https://market.yandex.ru/product--knigi-s-okoshkami-transport/1906227687?nid=56461&show-uid=16982601767825132057016852&context=search&uniqueId=91691460&sku=102095668291&cpc=q7G9NOth4KBqG45ICSUwG324gjphs2Gb9YIwk0zpLwb_EMkATVGYunn8HbF_QV-9CCGINXsVMNzBuql-lTZSg86M-WVDjmr7DciQ6BZY3T7NMq6uIroQRDaGOaM32Ln_iwQnPEuv-NZOb_QTOig88ZvWvs4gnAtSQ08BFHOaNtKocfGZK_bk3bq1qb4Di-BHgo4zq3itqPU%2C&do-waremd5=_8Quvkt5hscGehyn3IFShw&rs=eJwdUCurQkEY3KNJ_AWCwpoNos0XHE3CRRAxXuEk8T9YDj7AICabZbMoaLD4wHODiE0QwwXBgyI2g3AV292ZMgwz3zfz7cYb3qKxMYSoZjRa5ZRG55bWaF4WGu1jUqPbg-I84YoRdNMm_4EuOkAVXGK-wK07FHcCbs3pRuCqPpUjuPwCihJ6zTBzWnDllvMzoP2dQM6H90yB1h963foafAdXxrhbYeMQmWaemW_qPnDZBKo0bzDoRtGlunxvm10v9h740jHdAXv3_IER-S8nT9iyrrxHUg-toOfY6GG-n5OKaQEmn_k_Nmey4M6DLbXUP1YoiHA%2C,9785353105879,2023,Котятова Наталья Игоревна,,,,,,,,,РОСМЭН,,,,,,,,,,,,,,,,,,,,,,,,,,,,окошки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0,0,1087,Лисёнок Коди. Кто где спрятался? Пространственные представления.,"Артикул: 2019-541. Вес: 267 гр, Возраст: Для детей, Размер упаковки: 20.5 x 0.7 x 24.5 см, Температурное ограничение: Нет, Жанр: Сказка, Тип обложки: Твёрдый переплёт, Год издания: 2023, Количество страниц: 32, Набор: Нет.",https://market.yandex.ru/product--lisenok-kodi-kto-gde-spriatalsia-prostranstvennye-predstavleniia/1899368110?nid=56461&show-uid=16982601767825132057016853&context=search&uniqueId=91691460&sku=102095055980&cpc=q7G9NOth4KCE11gboo8ErlM3Nv8zkz7sPyjK3PHAKKwoB6-e9ZrIKSfzNrDYZs5nJ1uMUDxHkAjxQeICKriBb7i0s135sB-H8TFBFUcCvLFk6Xooj01EFr_wPAffP6cU7PcmLeW8USESSaB4XtI5H8uMd7wwCcZSeir5gKWR1c-Z48y4hG3QPkshI1VC8lgyb6b5ewwprJo%2C&do-waremd5=34yZopklB-6lbOhR1tkVZQ&rs=eJwdUCurQkEY3KNJ_AWCwpoNos0XHE3CRRAxXuEk8T9YDj7AICabZbMoaLD4wHODiE0QwwXBgyI2g3AV292ZMgwz3zfz7cYb3qKxMYSoZjRa5ZRG55bWaF4WGu1jUqPbg-I84YoRdNMm_4EuOkAVXGK-wK07FHcCbs3pRuCqPpUjuPwCihJ6zTBzWnDllvMzoP2dQM6H90yB1h963foafAdXxrhbYeMQmWaemW_qPnDZBKo0bzDoRtGlunxvm10v9h740jHdAXv3_IER-S8nT9iyrrxHUg-toOfY6GG-n5OKaQEmn_k_Nmey4M6DLbXUP1YoiHA%2C,9785353105510,2023,,,,,,32,,твердый,,РОСМЭН,,,,,,,,267 г,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"сказки, Сказка",,,,,,,,,,,сказки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0,0,770,"Календарь на гребне с ригелем на 2024 г, 30х45 см, люкс, ""Святая Русь"", HATBER, 12Кнп3гр_29596",В календаре каждому месяцу соответствует отдельная ярко иллюстрированная страница с удобной календарной сеткой. Календари HATBER российского производства отпечатаны на современном высокотехнологичном оборудовании и соответствуют стандартам качества.,https://market.yandex.ru/product--kalendar-hatber-115431/1927793121?nid=19562410&show-uid=16982601767825132057016854&context=search&uniqueId=66507215&sku=102354757333&cpc=q7G9NOth4KBnMk79dBlayDsqxrTGLaqjZo8G_PE7ybWT8lM9qq9KkBBDDxpwGdl_FfR2HeRr8jdBCZO9fQLnTk9AhErxWHvETzV0u9-M1nrprYOQg1e-U6PrZUoK_bBCxy90X_DccO0LqKjSCX95QwxQRu4_frU-xRjpqBiBVAvuAH7ONloKIMBeoSp2hMOsU1yBQyB2_uI%2C&do-waremd5=mzYFS4tJmEd993Q1i33jXw&rs=eJwdUCurQkEY3KNJ_AWCwpoNos0XHE3CRRAxXuEk8T9YDj7AICabZbMoaLD4wHODiE0QwwXBgyI2g3AV292ZMgwz3zfz7cYb3qKxMYSoZjRa5ZRG55bWaF4WGu1jUqPbg-I84YoRdNMm_4EuOkAVXGK-wK07FHcCbs3pRuCqPpUjuPwCihJ6zTBzWnDllvMzoP2dQM6H90yB1h963foafAdXxrhbYeMQmWaemW_qPnDZBKo0bzDoRtGlunxvm10v9h740jHdAXv3_IER-S8nT9iyrrxHUg-toOfY6GG-n5OKaQEmn_k_Nmey4M6DLbXUP1YoiHA%2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,природа,,,,,,,,,,,,,,перекидной,12,,,,пружина,,,,,,,,,,,,,,,,,,,,,настенный,2024,,бумага,,,,,,,,,,,,,,,,,,,,,
0.0,0,0,760,Комикс - Игорь Гром. Книга 9. Мертвая вода,"Игорь Гром положил конец деятельности целой тайной организации и окончательно расквитался со своим личным призраком из прошлого. Самое время выдохнуть, расслабиться, сходить с друзьями в парк… В самом деле, что может пойти не так?Но зловещая четвёрка в чёрных костюмах, носящая имена подземных рек Аида, вновь возникает в жизни бывшего детектива и его близких. Чтобы защитить невинных людей и спасти любимую девушку, Игорю Грому придётся шагнуть на новый уровень тьмы, не поддающийся никакой человеческой логике, и столкнуться с древними воплощениями первобытного ужаса, которые уже много веков терроризируют город на болотах…",https://market.yandex.ru/product--komiks-igor-grom-mertvaia-voda-tom-9/877355311?nid=20599010&show-uid=16982601767825132057016855&context=search&uniqueId=663225&sku=101234738834&cpc=q7G9NOth4KBKSQpBSRcA0r7D2k83Iklsk0ROZYhz8rtNv5kAbI_As_F2lcwLnT9PCUtIARbrnGu5LRthxSwnM-5Dwom3noLyY_0hqigzKnSrw_zvAjoItXWhLDIzNmun8_yMESVSQYaIu0hZWLiIpvIcVM9-J2se7qQUswP5MoXQ1A5hmsX2ol_Z3zgMRnNNWSpMZyZYmdY%2C&do-waremd5=adWI7r-slYCTtPhAF1kBPQ&rs=eJwdUCurQkEY3KNJ_AWCwpoNos0XHE3CRRAxXuEk8T9YDj7AICabZbMoaLD4wHODiE0QwwXBgyI2g3AV292ZMgwz3zfz7cYb3qKxMYSoZjRa5ZRG55bWaF4WGu1jUqPbg-I84YoRdNMm_4EuOkAVXGK-wK07FHcCbs3pRuCqPpUjuPwCihJ6zTBzWnDllvMzoP2dQM6H90yB1h963foafAdXxrhbYeMQmWaemW_qPnDZBKo0bzDoRtGlunxvm10v9h740jHdAXv3_IER-S8nT9iyrrxHUg-toOfY6GG-n5OKaQEmn_k_Nmey4M6DLbXUP1YoiHA%2C,9785907644816,"2021, 21",Замский А.,,русский,,1400 шт.,186,,мягкий,мелованная,Bubble,"комиксы, Книга, Комиксы Bubble, Печатная книга","Васин А., Троицкая А.",Игорь Гром,24.5 x 16 x 0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0,0,1801,Циклический подход Как быстро адаптировать и реорганизовать компанию (Кляйн С.),"Ученые, менеджеры и консультанты уже давно обсуждают проблему адаптации существующих долгое время компаний к стремительно меняющимся экономическим условиям. Это особенно актуально для крупных организаций, которые со временем утратили гибкость и способность быстро ориентироваться в нашем переменчивом, нестабильном, сложном и неопределенном мире. Но можно ли вообще обучить старую собаку новым трюкам?До сих пор все подходы заключались лишь в том, чтобы позаимствовать инструменты и методы, применяемые новичками, и приспособить их к условиям зрелых корпораций. Чаще всего эти попытки безуспешны, поскольку не учитывают многих нюансов, в частности разницы в масштабах компаний.Для этого и создан циклический подход. Книга знакомит читателей с новыми стратегиями, которые могут менять структуру и алгоритмы действий даже в самых огромных организациях.Авторы предлагают полный набор рекомендаций, советов, памяток и других рабочих материалов, позволяющих компаниям проявлять высокую адаптивность и перестраиваться в любой момент. Их методы уже успешно применяются такими европейскими промышленными гигантами, как Audi, Deutsche Bahn и Telekom.Об авторахСебастиан Кляйн - психолог и специалист по организационным технологиям, партнер в консалтинговой трансформационной компании TheDive (Берлин) и издатель журнала Neue Narrative, посвященного новым методам организации труда.Бен Хьюз имеет образование в таких областях, как экономика, психология и прикладная математика. Работал в нескольких международных консалтинговых организациях в сфере менеджмента и уже 5 лет возглавляет направление по разработке контента в новой компании Blinkist.",https://market.yandex.ru/product--tsiklicheskii-podkhod-kak-bystro-adaptirovat-i-reorganizovat-kompaniiu/967547009?nid=20598950&show-uid=16982601767825132057016856&context=search&uniqueId=7056553&sku=101331769939&cpc=q7G9NOth4KB8Gk0KAr_E2ZTTJ-YH5OQ_dY9BNqLdrCLCxlD6N48buEbaSy1VWxVVtKF85OFkJVVYoCX9VevRK8wKDwvYnKoWWFyL5kVK6_U6TUQOVxkgENvxxA4qPmGVacjjtqY1Q-DVpJnh6VvRlI6IZaydVUtdNzWWV73xLNgSEnugrlIWJKFGaUXwYyWedkVOJf0ueaU%2C&do-waremd5=G_G65QEYy-PMWPz-HPWRdg&rs=eJwdUCurQkEY3KNJ_AWCwpoNos0XHE3CRRAxXuEk8T9YDj7AICabZbMoaLD4wHODiE0QwwXBgyI2g3AV292ZMgwz3zfz7cYb3qKxMYSoZjRa5ZRG55bWaF4WGu1jUqPbg-I84YoRdNMm_4EuOkAVXGK-wK07FHcCbs3pRuCqPpUjuPwCihJ6zTBzWnDllvMzoP2dQM6H90yB1h963foafAdXxrhbYeMQmWaemW_qPnDZBKo0bzDoRtGlunxvm10v9h740jHdAXv3_IER-S8nT9iyrrxHUg-toOfY6GG-n5OKaQEmn_k_Nmey4M6DLbXUP1YoiHA%2C,978-985-15-4662-2,2020,Кляйн С.,Дашко И.,,бизнес и финансы,2750 шт.,232,,мягкий,офсетная,Попурри,,,Бизнес,,Борич Сергей Э.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0,0,1309,Baby's Very First Slide and See Night Time,"Babies will love moving the sliders in this adorable board book to see stars in the night sky, raccoons hiding in a tree, a little panda going to sleep and lots more. Brilliant for developing essential motor skills and hand-eye coordination, this is a delightful book to share and talk about at bedtime.",https://market.yandex.ru/product--baby-s-very-first-slide-and-see-night-time/965075993?nid=56461&show-uid=16982601767825132057016857&context=search&uniqueId=942132&sku=101329637491&cpc=q7G9NOth4KAcJzpwGeqFFjv54mC9sQsJ1UinEHa9I9boB5ZW77UuRVCv1RSDFtCvmNn_56nwuzOGFg0_MKl1zxvL1X8-gmWkAt7bo-ZGGw5txQPYRcqzLtvKZn8SnQ7DpJJC0c2iwCHAeKUG2dwgLAQETqaTol4nZFeEaT_bUVQwiskZdgo5R05wGtCs_kne8cAXPHYrdp4vH7hr6aP478z3eI-fd4d5FT09yCTVflmdA6_BshKMNg5yH7w2BUflL0IjU-F84mg%2C&do-waremd5=PAx7-WPrq5oF_pFtNDEWoA&rs=eJwdUCurQkEY3KNJ_AWCwpoNos0XHE3CRRAxXuEk8T9YDj7AICabZbMoaLD4wHODiE0QwwXBgyI2g3AV292ZMgwz3zfz7cYb3qKxMYSoZjRa5ZRG55bWaF4WGu1jUqPbg-I84YoRdNMm_4EuOkAVXGK-wK07FHcCbs3pRuCqPpUjuPwCihJ6zTBzWnDllvMzoP2dQM6H90yB1h963foafAdXxrhbYeMQmWaemW_qPnDZBKo0bzDoRtGlunxvm10v9h740jHdAXv3_IER-S8nT9iyrrxHUg-toOfY6GG-n5OKaQEmn_k_Nmey4M6DLbXUP1YoiHA%2C,978-1-4749-3962-1,2018,Fiona Watt,,английский,,,10,,мягкий,картон,Usborne,,Baggott S.,,20x17.60 cм,,,,326 г,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0,0,11064,"Книга Book Publishers Chanel Eternal Instant чёрный, Размер ONE SIZE",. Страна-производитель: Италия. Количество страниц: 160. Издательство Thames & Hudson. Твердый переплет.,https://market.yandex.ru/product--chanel-eternal-instant/944670944?nid=20598970&show-uid=16982601767825132057016858&context=search&uniqueId=756291&sku=101303828162&cpc=q7G9NOth4KDF82jZ8VZKjsIS49c2IJOarIKpTGxpP0-HNR73QG0uphNioeIGFpURrhEjDojsQn94Dl6aVJtxWcrDRoc6jFHfKwsy7tw7KvelfcBTMgsmxjoRropDLDYTPBYw7miUPewuIfcwr5QLLRt8sAAZEyYrTeovRmn5qs2y5QX_ClQsHheQuftkPQ3GT1IDnQONp5sjMQC_-_C-ZfNv3SEZxIw8wVv3tvSTyrQsEdxfDY16CToVXesgEfrvXOJLFgLxcZ07HTqxIe-GYg%2C%2C&do-waremd5=s27Ai364FDZIRP_jcbyihw&rs=eJwdUCurQkEY3KNJ_AWCwpoNos0XHE3CRRAxXuEk8T9YDj7AICabZbMoaLD4wHODiE0QwwXBgyI2g3AV292ZMgwz3zfz7cYb3qKxMYSoZjRa5ZRG55bWaF4WGu1jUqPbg-I84YoRdNMm_4EuOkAVXGK-wK07FHcCbs3pRuCqPpUjuPwCihJ6zTBzWnDllvMzoP2dQM6H90yB1h963foafAdXxrhbYeMQmWaemW_qPnDZBKo0bzDoRtGlunxvm10v9h740jHdAXv3_IER-S8nT9iyrrxHUg-toOfY6GG-n5OKaQEmn_k_Nmey4M6DLbXUP1YoiHA%2C,9785227065889,,,,английский,,,160,,твердый,,Thames &amp; Hudson,,,,33.4 х 23.9 х 2.4,,,,1396 г,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0,0,612,Книги развивающие набор «Растём вместе. Английский язык» 20 стр.,"Набор развивающих книг «Растём вместе. Английский язык» представлен восьмью книгами, которые помогут малышу поэтапно изучить основы английского языка. В комплект входят книги с различными тематиками, а именно:«Цвета и формы»,«Алфавит в картинках»,«Изучаем времена года»,«Счёт»,«Сравниваем предметы»,«Животные»,«Первые слова»,«Время». Рекомендовано для детей от 3 лет.",https://market.yandex.ru/product--bukva-lend-knigi-razvivaiushchie-nabor-rastem-vmeste-angliiskii-iazyk-20-str/1413586234?nid=56456&show-uid=16982601767825132057016859&context=search&uniqueId=748570&sku=101416163579&cpc=q7G9NOth4KDPsJ596h1fmrd2ZMdz0QFtO6Wjy7R189gsTAd30DHkosHVRgKhCfj3knSeykwnT0TpDP_BIlmd1-a8lRNPMFy-wG5onbw79jUec6gJlhz0PigbFg5V57cqHpr3ACF8eRA5hGDwOLEqFUX_W83V2lcsFLmjCSQL0zwZxVMasrqqMhsyUhT9C9o9t6UAtlvcnwSIxsN_PufduQ2HlSjMDWXy6R_bOSmt2uDhh2DghbDWWiuK6QFihjuW_7YCxGqxe94%2C&do-waremd5=9HKY3HMR2hIxGzz9avEAZg&rs=eJwdUCurQkEY3KNJ_AWCwpoNos0XHE3CRRAxXuEk8T9YDj7AICabZbMoaLD4wHODiE0QwwXBgyI2g3AV292ZMgwz3zfz7cYb3qKxMYSoZjRa5ZRG55bWaF4WGu1jUqPbg-I84YoRdNMm_4EuOkAVXGK-wK07FHcCbs3pRuCqPpUjuPwCihJ6zTBzWnDllvMzoP2dQM6H90yB1h963foafAdXxrhbYeMQmWaemW_qPnDZBKo0bzDoRtGlunxvm10v9h740jHdAXv3_IER-S8nT9iyrrxHUg-toOfY6GG-n5OKaQEmn_k_Nmey4M6DLbXUP1YoiHA%2C,,2018,Столбова А.,,,,,20,,мягкий,,Буква-Ленд,,,,,,,,,,,,,,,,,,,,,,,,,,,,на иностранном языке,,,,,,,,,,,,,,,,с рождения,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
